epoch,train_loss,train_rmse,train_mae,val_loss,val_mae,val_rmse,test_loss,test_mae,test_rmse
1,10.405347217874523,12.066731945468973,10.405347217874523,9.672708761556066,9.672708761556066,11.437273738158893,9.422102076406697,9.422102076406697,10.864285737846325
2,8.021155487655399,9.958299727114712,8.021155487655399,4.887709766286408,4.887709766286408,5.993980931352804,4.320275743499057,4.320275743499057,5.296730176103781
3,3.7029862083249507,5.014144437450651,3.7029862083249507,4.5864941194483535,4.5864941194483535,5.514373451578669,4.697865857422807,4.697865857422807,5.800479450778004
4,2.96571528394278,4.116498648807669,2.96571528394278,4.189312594018508,4.189312594018508,5.258454260507241,4.283771463932882,4.283771463932882,5.566939626100586
5,2.602101409213567,3.7822638920050435,2.602101409213567,1.9537448719880426,1.9537448719880426,2.8615458716878095,1.8590602437958463,1.8590602437958463,2.804590771839953
6,2.2283683016462787,3.3864704976493423,2.2283683016462787,1.8108613518254386,1.8108613518254386,2.685869385232002,1.7881912766522123,1.7881912766522123,2.7088016715096215
7,2.032690014222945,3.179597057270674,2.032690014222945,1.765289162501636,1.765289162501636,2.7452552402050787,1.7735675746247967,1.7735675746247967,2.6367401669198407
8,1.8473583635513022,2.9837592823708916,1.8473583635513022,1.4512563069057103,1.4512563069057103,2.285833101863016,1.485078314788469,1.485078314788469,2.426406289337587
9,1.7021441737640228,2.777239440109369,1.7021441737640228,1.7634287895811829,1.7634287895811829,2.702737583311996,1.7334012002435348,1.7334012002435348,2.5675563639011485
10,1.601549203360598,2.6462479892888977,1.601549203360598,1.252397724430824,1.252397724430824,2.0385024451121714,1.2724985439358776,1.2724985439358776,2.1334374850240403
11,1.4588317149130003,2.495809723663512,1.4588317149130003,1.172503106494367,1.172503106494367,1.8977740461244967,1.2540510119372652,1.2540510119372652,2.0591766457384018
12,1.4326171511744226,2.5015763700946376,1.4326171511744226,1.2920081833016284,1.2920081833016284,1.9528561710673704,1.3551879529734605,1.3551879529734605,2.165152323026723
13,1.3467932816454498,2.3166236981472403,1.3467932816454498,1.8558833889181623,1.8558833889181623,2.7186575997632865,1.7557011196631511,1.7557011196631511,2.5601785727546567
14,1.2811574103096637,2.290025313922662,1.2811574103096637,1.1873639060517227,1.1873639060517227,1.8238219244048597,1.2639180212530472,1.2639180212530472,2.056084213595913
15,1.2779061174074353,2.2902912348864133,1.2779061174074353,1.0154026828337985,1.0154026828337985,1.7707240161729088,1.1256482400966965,1.1256482400966965,1.9444200862734868
16,1.2648991696540095,2.256496176358115,1.2648991696540095,1.6710592236355684,1.6710592236355684,2.5720565754431144,1.6120509810120094,1.6120509810120094,2.402798407337576
17,1.2277455692866557,2.2000763915411676,1.2277455692866557,1.4358348511017773,1.4358348511017773,2.1948297498725573,1.4340762837242533,1.4340762837242533,2.1585198681251794
18,1.1787184019229726,2.1418901620504682,1.1787184019229726,0.9877520704450716,0.9877520704450716,1.7119255662840998,1.0827854080054595,1.0827854080054595,1.8343227832706763
19,1.1648398076686395,2.090301188788189,1.1648398076686395,0.9253157909832074,0.9253157909832074,1.6172861783959291,1.0383540546621075,1.0383540546621075,1.772605780240835
20,1.1507017166772568,2.0566996629316576,1.1507017166772568,1.0259492401841022,1.0259492401841022,1.666725112128394,1.1796349623731075,1.1796349623731075,1.9171241863478348
21,1.1362968434819052,2.1140331586429375,1.1362968434819052,0.9239881147449914,0.9239881147449914,1.6316496939056935,1.015475826409027,1.015475826409027,1.7255754747657228
22,1.0789988955032501,2.002066532259165,1.0789988955032501,0.9315408060305925,0.9315408060305925,1.6372385594914156,1.02511849294182,1.02511849294182,1.7421228062968577
23,1.0902783855632423,2.042237948052475,1.0902783855632423,0.916116558780235,0.916116558780235,1.618737686058644,1.0097627002774303,1.0097627002774303,1.7174402873582169
24,1.0750050456625084,2.0188832419454115,1.0750050456625084,0.8784899720674232,0.8784899720674232,1.5089726183953733,0.9952837419873886,0.9952837419873886,1.6940716690508093
25,1.0659850453216233,1.9609817115818255,1.0659850453216233,0.879689961785146,0.879689961785146,1.5132538639832345,0.9580404012257816,0.9580404012257816,1.671454787829393
26,0.9959086800508403,1.88888581025356,0.9959086800508403,0.8634437456330419,0.8634437456330419,1.5358199744916035,0.9413007579686987,0.9413007579686987,1.650761958400528
27,1.0095897632436521,1.8895577911427888,1.0095897632436521,0.8789993510953373,0.8789993510953373,1.5048314634379223,0.9712689650877742,0.9712689650877742,1.6611985786599952
28,0.937165277255508,1.8327535696125168,0.937165277255508,0.96929617753047,0.96929617753047,1.6754568259400426,0.9993021579189155,0.9993021579189155,1.657465876767311
29,0.9724204651673862,1.8669265196558744,0.9724204651673862,0.9291976905594307,0.9291976905594307,1.5695693891653033,0.9800272579411514,0.9800272579411514,1.6228479593280416
30,0.9414900572571688,1.8467218607564626,0.9414900572571688,1.1684604543243524,1.1684604543243524,1.912580692402796,1.1640176736671506,1.1640176736671506,1.8049233597198542
31,0.9432139830414205,1.8174517156967505,0.9432139830414205,0.7818923384064504,0.7818923384064504,1.4365716600378984,0.8763704554725239,0.8763704554725239,1.5355764000482266
32,0.9255829215277134,1.8136424226424326,0.9255829215277134,1.1007908084093392,1.1007908084093392,1.8453748247215225,1.1157273918617772,1.1157273918617772,1.7504447571522173
33,0.9447526100651673,1.8005863783412965,0.9447526100651673,0.8299939632415771,0.8299939632415771,1.4638788794965079,0.8764725495840757,0.8764725495840757,1.4938522084099766
34,0.9459532706238397,1.8516449995932263,0.9459532706238397,0.9038189252973056,0.9038189252973056,1.5744570193763847,0.9527171495306583,0.9527171495306583,1.5755823280726207
35,0.9032158174569345,1.7781993601512045,0.9032158174569345,0.8811525976703194,0.8811525976703194,1.453288198865929,0.956388839328562,0.956388839328562,1.5755442062889427
36,0.9107821770776268,1.751491652992605,0.9107821770776268,0.7872836764321127,0.7872836764321127,1.4072426049064655,0.8547708023595446,0.8547708023595446,1.4681783966891968
37,0.8920662151840566,1.7418850633037277,0.8920662151840566,1.0391355907055815,1.0391355907055815,1.7479242742699497,1.0410884937257256,1.0410884937257256,1.6207216022127382
38,0.8960387516317335,1.7553173502002037,0.8960387516317335,0.7601352379349248,0.7601352379349248,1.4077814806444031,0.8366952961637774,0.8366952961637774,1.4395773229324171
39,0.8637259765983367,1.7049388360795261,0.8637259765983367,0.9465549610866794,0.9465549610866794,1.639803120226393,0.9781019742252263,0.9781019742252263,1.5668921042389885
40,0.910090750151722,1.7726502164125328,0.910090750151722,0.9154872307306007,0.9154872307306007,1.5395764488954058,0.9773858266932364,0.9773858266932364,1.5275818711443059
41,0.8780798103676334,1.6648259789362714,0.8780798103676334,1.0157331407296795,1.0157331407296795,1.793598536897903,1.008987182879266,1.008987182879266,1.5954152522931269
42,0.9983138414752671,1.8386071172849758,0.9983138414752671,1.1401781233544586,1.1401781233544586,1.7083901485184105,1.158723157780771,1.158723157780771,1.7664443139760841
43,0.8913949337469491,1.6865498368150005,0.8913949337469491,0.8167817055499146,0.8167817055499146,1.4099404022058917,0.8796218260553957,0.8796218260553957,1.4777616587030773
44,0.8761740363832309,1.6261515782796945,0.8761740363832309,1.012286350980911,1.012286350980911,1.747579880256591,1.015802734680758,1.015802734680758,1.5851305487045728
45,0.8755386007588195,1.6858657033430944,0.8755386007588195,0.8957893028005448,0.8957893028005448,1.5443063459720532,0.9124902550500767,0.9124902550500767,1.4333312711176593
46,0.7866227106929792,1.5823449536511371,0.7866227106929792,0.8116136501497189,0.8116136501497189,1.4873514690216856,0.8326075896052004,0.8326075896052004,1.391767559069722
47,0.8194063914691941,1.624313493313878,0.8194063914691941,0.7336176833272433,0.7336176833272433,1.3729064997404603,0.768132577415641,0.768132577415641,1.3308121095045498
48,0.8227661285561838,1.6178790587837717,0.8227661285561838,0.8052504874000984,0.8052504874000984,1.4344615248250254,0.8363082909402046,0.8363082909402046,1.3710653393742256
49,0.8269618877809731,1.5925708200798525,0.8269618877809731,0.8043096298953879,0.8043096298953879,1.4470801739237922,0.8573003470442677,0.8573003470442677,1.3848242741277992
50,0.8197700854534755,1.6364934125512796,0.8197700854534755,0.8731301984406242,0.8731301984406242,1.499488812207621,0.8681270839603803,0.8681270839603803,1.384242364839586
51,0.8167268582679683,1.597130819394808,0.8167268582679683,0.7384527799294476,0.7384527799294476,1.3760952133108222,0.7639294926446812,0.7639294926446812,1.3317189969410252
52,0.7752321023968327,1.5518593949593984,0.7752321023968327,0.8840552455118854,0.8840552455118854,1.4680900847194178,0.9056873903929732,0.9056873903929732,1.4476302356942323
53,0.7827222179275043,1.5548539631242801,0.7827222179275043,0.8737957445840872,0.8737957445840872,1.4826589050001515,0.9207687377929688,0.9207687377929688,1.4252348528910854
54,0.8032453981364518,1.592348924806474,0.8032453981364518,0.7662919657765233,0.7662919657765233,1.4033304366208268,0.7862933246233991,0.7862933246233991,1.3150680334438865
55,0.8003004843641817,1.5485453735264245,0.8003004843641817,0.8643753766560283,0.8643753766560283,1.5363994813208162,0.8652263888875946,0.8652263888875946,1.3804529932065879
56,0.8036471571476618,1.5519293138511305,0.8036471571476618,0.7426338334047295,0.7426338334047295,1.3601916890734025,0.7356077732930657,0.7356077732930657,1.2643773734280124
57,0.8052401436927151,1.5971720332353525,0.8052401436927151,0.7246109417182864,0.7246109417182864,1.358878781051915,0.7226951977678837,0.7226951977678837,1.2548983540970347
58,0.7638138366359498,1.5120805940800868,0.7638138366359498,0.9332827361364329,0.9332827361364329,1.502107930729663,0.9687421230869439,0.9687421230869439,1.4367169546341088
59,0.7580545958190176,1.4780791804059437,0.7580545958190176,0.7688245922893626,0.7688245922893626,1.3929589069075523,0.7944111751236078,0.7944111751236078,1.300290325458763
60,0.7368184637045598,1.4420636082241294,0.7368184637045598,0.722015879226728,0.722015879226728,1.3708371740996128,0.7665107559611779,0.7665107559611779,1.2513045412341621
61,0.7930990331333253,1.575402429061784,0.7930990331333253,0.8301924845564954,0.8301924845564954,1.5295825655444546,0.8136284951945297,0.8136284951945297,1.3551042865972192
62,0.7598092767756839,1.4963079882509434,0.7598092767756839,0.7098571834908692,0.7098571834908692,1.3728153334413342,0.7298529976196871,0.7298529976196871,1.22261499925578
63,0.7558680049964912,1.525203385805595,0.7558680049964912,0.7692339671881934,0.7692339671881934,1.3549113517655895,0.7706717316430943,0.7706717316430943,1.2841435332317757
64,0.7252875055991642,1.4050101125075467,0.7252875055991642,0.7447535867020204,0.7447535867020204,1.3428750520214163,0.7713055355858257,0.7713055355858257,1.2793831130156945
65,0.7141071104071057,1.3991223525932759,0.7141071104071057,0.7435104658848433,0.7435104658848433,1.3800871448134007,0.7517920341200501,0.7517920341200501,1.2702049337841808
66,0.7152337979917931,1.4496436609673853,0.7152337979917931,0.7170501251637709,0.7170501251637709,1.3248103587417384,0.7333485661572172,0.7333485661572172,1.2268721356192158
67,0.7329924334556532,1.4742407096131507,0.7329924334556532,0.6878434925024953,0.6878434925024953,1.2765478083555872,0.6853593160177915,0.6853593160177915,1.1930535049906825
68,0.7372868721634078,1.4711159172658415,0.7372868721634078,0.706403399828269,0.706403399828269,1.3312451801285319,0.710101012965195,0.710101012965195,1.189027397853784
69,0.7268807041855386,1.4560516636656988,0.7268807041855386,0.7750051778532253,0.7750051778532253,1.3559835511413212,0.7801209005690714,0.7801209005690714,1.2273568201096439
70,0.7073515012369989,1.4052644730978598,0.7073515012369989,0.7102539056607525,0.7102539056607525,1.337521131298487,0.7024415776929782,0.7024415776929782,1.1666067389513322
71,0.6985174798942715,1.3849644887202912,0.6985174798942715,0.8252287822077936,0.8252287822077936,1.3892389852000278,0.8104149658261365,0.8104149658261365,1.258771865735665
72,0.721549803606942,1.39080073939202,0.721549803606942,0.702145735120592,0.702145735120592,1.317152201888521,0.6888398869347027,0.6888398869347027,1.1487707124245305
73,0.7236273568416699,1.3762364602395905,0.7236273568416699,0.748293038103517,0.748293038103517,1.37441019257363,0.7426033020019531,0.7426033020019531,1.22764953439772
74,0.7377337776994956,1.4414664087945868,0.7377337776994956,0.7461747826278889,0.7461747826278889,1.3214222539318972,0.7254534677694772,0.7254534677694772,1.166123978107886
75,0.720447476898197,1.3571463530837893,0.720447476898197,0.7564661230877778,0.7564661230877778,1.361668785778665,0.7398225642342604,0.7398225642342604,1.2227636741817576
76,0.6904433161290304,1.3731957142501998,0.6904433161290304,0.6653039985736513,0.6653039985736513,1.307229964385868,0.6644671491084208,0.6644671491084208,1.110335628590324
77,0.6932379604238639,1.3837946651660662,0.6932379604238639,0.7466054264130247,0.7466054264130247,1.3010529184662323,0.7333692375940221,0.7333692375940221,1.1289453251080253
78,0.6950018539506023,1.348108063383107,0.6950018539506023,0.7609623967468059,0.7609623967468059,1.3435853791010093,0.7392431907071412,0.7392431907071412,1.1833520772822244
79,0.6826382794434762,1.3443913993576224,0.6826382794434762,0.7175020867880759,0.7175020867880759,1.2917955961496101,0.7252765775636862,0.7252765775636862,1.1878203423183098
80,0.6962164685051954,1.3423910499699183,0.6962164685051954,0.7673494484941316,0.7673494484941316,1.3638186870969367,0.7527269206884253,0.7527269206884253,1.1940551884231312
81,0.6654304634490125,1.3142029525668608,0.6654304634490125,0.6981689737323572,0.6981689737323572,1.2765949483554442,0.6718152024363744,0.6718152024363744,1.0983034752078706
82,0.6736844889197852,1.310536437933935,0.6736844889197852,0.7002373070317983,0.7002373070317983,1.293184777216549,0.6814067764136628,0.6814067764136628,1.1138211972282361
83,0.6620995677762448,1.2855835937009747,0.6620995677762448,0.6599944222562667,0.6599944222562667,1.2506971369741515,0.6542437222167736,0.6542437222167736,1.1216605743953167
84,0.6774869339489971,1.361895889143291,0.6774869339489971,0.6722030469673215,0.6722030469673215,1.2672968696131817,0.6565613928641981,0.6565613928641981,1.0838920892397264
85,0.6922590403711449,1.334828070304936,0.6922590403711449,0.8380966993339162,0.8380966993339162,1.4191079043074049,0.8081364522453482,0.8081364522453482,1.22203521366297
86,0.6754594581946908,1.2789437072755725,0.6754594581946908,0.7007585059100684,0.7007585059100684,1.2657583514103679,0.7083650436110169,0.7083650436110169,1.1347820097710501
87,0.6549166015459915,1.2789240312053296,0.6549166015459915,0.6726222373686815,0.6726222373686815,1.277428209655592,0.6555755456895319,0.6555755456895319,1.0893301481205329
88,0.6607349672428926,1.2901518467669835,0.6607349672428926,0.7717427416446091,0.7717427416446091,1.3352343205099322,0.7151392152291218,0.7151392152291218,1.1112386202529034
89,0.6834716850880163,1.2999436142448022,0.6834716850880163,0.7981816847514743,0.7981816847514743,1.3545244996179941,0.7764655051340583,0.7764655051340583,1.214491957028676
90,0.6512607890023581,1.255056982047227,0.6512607890023581,0.8063361925770575,0.8063361925770575,1.332069749884982,0.8058956997995158,0.8058956997995158,1.2660822467936215
91,0.6686299916500698,1.309102055397725,0.6686299916500698,0.6716608917305225,0.6716608917305225,1.2494945439723488,0.6350771725632762,0.6350771725632762,1.046509591061547
92,0.6408017140999259,1.2314125685448527,0.6408017140999259,0.6667204197821962,0.6667204197821962,1.2644691251343787,0.6481378615357494,0.6481378615357494,1.0689147479272352
93,0.6407102656523614,1.2161993299374196,0.6407102656523614,0.7820905984127929,0.7820905984127929,1.3340594058098787,0.7275904881135198,0.7275904881135198,1.1099215372071742
94,0.639528692536088,1.209021112267381,0.639528692536088,0.7153917326673356,0.7153917326673356,1.273073548705358,0.6726424967059652,0.6726424967059652,1.0833584380661652
95,0.6378591689940686,1.227532148020121,0.6378591689940686,0.6729918246940062,0.6729918246940062,1.2365894916783853,0.6688167575661462,0.6688167575661462,1.1127690319185415
96,0.6129286930881686,1.189570948829751,0.6129286930881686,0.6893348578264504,0.6893348578264504,1.2554329732600378,0.6545850611825026,0.6545850611825026,1.0678105590118998
97,0.6249140465492626,1.1686232508678465,0.6249140465492626,0.7955827212152372,0.7955827212152372,1.315027298660431,0.7590003632407152,0.7590003632407152,1.1851542052451012
98,0.6377212359158266,1.2072801344952926,0.6377212359158266,0.7714722779767141,0.7714722779767141,1.312233586497332,0.7415467473386809,0.7415467473386809,1.1755993300784469
99,0.6320210286532917,1.2208126473551884,0.6320210286532917,0.6711042500720731,0.6711042500720731,1.251286657256925,0.6541514196468674,0.6541514196468674,1.0704454702971955
100,0.6266102128558688,1.1555021869380189,0.6266102128558688,0.6920686264455091,0.6920686264455091,1.2545715611545738,0.6472797757796659,0.6472797757796659,1.0991730111433868
101,0.6178637168267596,1.169254678513359,0.6178637168267596,0.7176029768280203,0.7176029768280203,1.3014245954321766,0.6854063281576142,0.6854063281576142,1.08591867544025
102,0.6219748927401996,1.1878088479048874,0.6219748927401996,0.7558059164326454,0.7558059164326454,1.2748966079560378,0.7254487831173962,0.7254487831173962,1.153636389092962
103,0.6304383080916344,1.2021569795249245,0.6304383080916344,0.6703101548405201,0.6703101548405201,1.224523845769988,0.6535959480373004,0.6535959480373004,1.0785744894107245
104,0.6208511401939574,1.1954421056812015,0.6208511401939574,0.7133956433702331,0.7133956433702331,1.3943311870756776,0.6784250190239827,0.6784250190239827,1.0906960310730016
105,0.6059151403694762,1.192667623446223,0.6059151403694762,0.727858883119808,0.727858883119808,1.273169019841571,0.7011289196160003,0.7011289196160003,1.146719884270126
106,0.6217401128299588,1.205474180156524,0.6217401128299588,0.6581559759129136,0.6581559759129136,1.2483849086821432,0.6258312363660973,0.6258312363660973,1.0383862673392013
107,0.6236954063077625,1.2125949808456356,0.6236954063077625,0.69924853373843,0.69924853373843,1.3296748580993312,0.6411441455360587,0.6411441455360587,1.0648289606659707
108,0.6299597723858096,1.1895534430564332,0.6299597723858096,0.741356673802713,0.741356673802713,1.4357701006628922,0.6583550940943128,0.6583550940943128,1.12576217329254
109,0.6378637273708411,1.2464678489314867,0.6378637273708411,0.8595446756130842,0.8595446756130842,1.365614966888803,0.7870619934023791,0.7870619934023791,1.171157311195472
110,0.675524745859529,1.253231996687242,0.675524745859529,0.6588298902765426,0.6588298902765426,1.2174544102004017,0.6409688396308258,0.6409688396308258,1.0665827173341136
111,0.6670537204417264,1.2348209041951097,0.6670537204417264,0.7106199235063996,0.7106199235063996,1.3336833514001032,0.6727213149762336,0.6727213149762336,1.0558127671148638
112,0.6248514981115211,1.1622068409585475,0.6248514981115211,0.6884946782326063,0.6884946782326063,1.2668012752235973,0.6655315370050096,0.6655315370050096,1.082208058709624
113,0.6377197931537073,1.1805260357370135,0.6377197931537073,0.6811306385939565,0.6811306385939565,1.2497015281248112,0.6779341242695582,0.6779341242695582,1.0693821486821222
114,0.5894348306006685,1.1236849530117252,0.5894348306006685,0.6765998445536248,0.6765998445536248,1.2770888498632862,0.6521255697002848,0.6521255697002848,1.0638822583741354
115,0.6244386023547346,1.2005960269376785,0.6244386023547346,0.7307000729067697,0.7307000729067697,1.2825828803642154,0.7224891276759956,0.7224891276759956,1.1468508845311387
116,0.597690079345212,1.1411310594083015,0.597690079345212,0.6638128390330326,0.6638128390330326,1.3001079713158987,0.6314199498591532,0.6314199498591532,1.0204357894103766
117,0.6060258876896496,1.158653561080929,0.6060258876896496,0.7007940916960683,0.7007940916960683,1.2853047426432325,0.6538544665766126,0.6538544665766126,1.055359444021996
118,0.589753849752528,1.145071417704388,0.589753849752528,0.7028926139548705,0.7028926139548705,1.3021844954458006,0.6528025292258226,0.6528025292258226,1.0624254506289295
119,0.5964575438028753,1.1692401045666005,0.5964575438028753,0.7280778266177884,0.7280778266177884,1.2689195178545272,0.6965663742473107,0.6965663742473107,1.0838306567495224
120,0.6064528694423427,1.16020589103344,0.6064528694423427,0.6365125172491762,0.6365125172491762,1.2184751268895735,0.6081866981418989,0.6081866981418989,1.0463184860678796
121,0.6160665013759433,1.1810492453941233,0.6160665013759433,0.640214123880002,0.640214123880002,1.2067477425503608,0.6051453852471504,0.6051453852471504,1.0353230982139134
122,0.5869629836162045,1.112923770588696,0.5869629836162045,0.6767832768280696,0.6767832768280696,1.2508142694701898,0.6391231686104345,0.6391231686104345,1.0766035981186721
123,0.5844011327796285,1.104778226353068,0.5844011327796285,0.6468684460273714,0.6468684460273714,1.2198812506979253,0.6010362392163459,0.6010362392163459,1.0510438628630205
124,0.5867341153952527,1.1515138794481043,0.5867341153952527,0.7129013243736876,0.7129013243736876,1.2350311485226788,0.693255511858991,0.693255511858991,1.0870405167158692
125,0.5750907206171515,1.0971592025183812,0.5750907206171515,0.6628663063955851,0.6628663063955851,1.2482472694236273,0.627597006222674,0.627597006222674,1.011850122931864
126,0.5938851918330577,1.121554371141853,0.5938851918330577,0.7925380976027863,0.7925380976027863,1.3696463027496377,0.7405753991076054,0.7405753991076054,1.175890736997736
127,0.5859304653444231,1.1408201580566057,0.5859304653444231,0.6349362323039385,0.6349362323039385,1.2535454294730801,0.5920409573853471,0.5920409573853471,0.9851684127660819
128,0.5982723170709314,1.170857578217557,0.5982723170709314,0.65204983247097,0.65204983247097,1.2504056361219722,0.6006040764218978,0.6006040764218978,0.9873661083188179
129,0.5853214404897913,1.1305259089840556,0.5853214404897913,0.6648541881557654,0.6648541881557654,1.2275414875387503,0.6428492178443734,0.6428492178443734,1.0732056901715832
130,0.6089305450334171,1.1446954080134162,0.6089305450334171,0.6813600840677326,0.6813600840677326,1.2788881895091933,0.6340573780409252,0.6340573780409252,1.0184187744430913
131,0.5835055904724965,1.09492307784845,0.5835055904724965,0.6876681802843914,0.6876681802843914,1.2601670236728495,0.6643159844493138,0.6643159844493138,1.1065567322481624
132,0.5426578072064481,1.0327797671642314,0.5426578072064481,0.6503197605165691,0.6503197605165691,1.2624221229868715,0.6065778240902733,0.6065778240902733,0.9994166188589729
133,0.5550557659476157,1.070807750019279,0.5550557659476157,0.6506564712343107,0.6506564712343107,1.2351096633323422,0.5809590980296827,0.5809590980296827,0.9759608416157874
134,0.5719453150963408,1.0811643867078826,0.5719453150963408,0.7076286263338967,0.7076286263338967,1.2784972422316159,0.6666380449105765,0.6666380449105765,1.1136412918454393
135,0.5886304828457793,1.103719143396795,0.5886304828457793,0.6785942685468115,0.6785942685468115,1.3053554696595822,0.6087962889489327,0.6087962889489327,1.0118983298611623
136,0.6129159007859218,1.1378131664305229,0.6129159007859218,0.7409052413679348,0.7409052413679348,1.2710753829782184,0.6970583318754007,0.6970583318754007,1.0599895258708394
137,0.5739001542770357,1.1037074934032114,0.5739001542770357,0.795357706428934,0.795357706428934,1.4301044259068836,0.726604842047655,0.726604842047655,1.1699146723175817
138,0.596906416860716,1.1145606759223248,0.596906416860716,0.6739651628773475,0.6739651628773475,1.2560836003248967,0.612669760944279,0.612669760944279,1.0023422438115923
139,0.5424402382013397,1.0321892814859073,0.5424402382013397,0.6349214814008416,0.6349214814008416,1.1909734944263064,0.6339920640901755,0.6339920640901755,1.0755715317539967
140,0.5872517077480547,1.1523992184178284,0.5872517077480547,0.6642121695293673,0.6642121695293673,1.2646302116762231,0.6140788829963626,0.6140788829963626,0.9788179362591672
141,0.5746465464916238,1.0782020644568577,0.5746465464916238,0.635318209009932,0.635318209009932,1.206236747583677,0.5890134791381486,0.5890134791381486,0.9827939269862331
142,0.5630865151619536,1.0651031070285373,0.5630865151619536,0.6325965133909943,0.6325965133909943,1.2170959008006057,0.6006330178894159,0.6006330178894159,1.029683994444157
143,0.5792516039903811,1.1152712217557412,0.5792516039903811,0.6469899073753067,0.6469899073753067,1.225000154769484,0.5852299764866137,0.5852299764866137,0.9886377560164684
144,0.5758962322543448,1.070027727766951,0.5758962322543448,0.7295672877659816,0.7295672877659816,1.2396496431227404,0.7088765697624847,0.7088765697624847,1.1438108901958732
